"gene_names","logFC","logCPM","LR","PValue","FDR","TICI1","TICI2","TICI3","TICI4","TICI5","VEH1","VEH3","VEH4","VEH5","peptide_no","percent_sequence_coverage","mol_weight","q_value","score","intensity","msms_count","protein_ids","protein_names"
"Copb2",0.0581842747990634,8.95458093410424,0.210226364414666,0.646590039753657,0.999672994216681,145980,150320,154290,168800,186910,131800,160070,162720,183780,7,14,102.55,0,46.012,2122400000,14,"O35142","Coatomer subunit beta"
"Copg1",0.0849800302189787,9.98080675111113,0.448186086225633,0.503197614096532,0.999672994216681,326270,289280,333520,319160,389460,308410,311700,310650,352610,10,17.3,97.613,0,123.99,1690900000,28,"Q4AEF8","Coatomer subunit gamma-1"
"Copg2",0.0815536434473852,8.30650337515958,0.412652833924994,0.520626093483441,0.999672994216681,103460,91818,102510,101150,119290,92804,98383,100030,111670,7,16.6,80.488,0,22.326,792040000,12,"D4ABY2","Coatomer subunit gamma-2"
"Cops2",0.0680265867128536,7.31826500786149,0.287065362700957,0.592107281454992,0.999672994216681,51643,46689,52749,49339,59698,46834,49897,50834,56619,2,4.7,51.596,0,5.8323,449490000,7,"P61203","COP9 signalosome complex subunit 2"
"Cops3",0.0151365465800537,7.87105098662288,0.0142383700582798,0.905018161908805,0.999672994216681,72568,65985,74388,74792,88302,74029,75059,74105,82220,2,7.8,47.859,0,15.07,448830000,5,"Q68FW9","COP9 signalosome complex subunit 3"
"Cops4",-0.000170553054600658,6.23402413976804,1.80550910044985e-06,0.998927888951287,0.999672994216681,22108,20950,26113,24198,26959,23894,24670,23468,26756,2,6.9,46.289,0,4.4658,435010000,4,"Q68FS2","COP9 signalosome complex subunit 4"
"Cops8",-0.0422438578539852,7.67208664070897,0.111047865418186,0.738954295279403,0.999672994216681,68345,52811,72901,59095,68193,83537,61129,60765,65198,4,42.6,23.235,0,63.934,953500000,9,"Q6P4Z9","COP9 signalosome complex subunit 8"
"Coq9",0.0314525690808301,2.85000346659673,0.0599960396108195,0.806502200172004,0.999672994216681,2289.4,2051.1,2548.5,2075.6,2658.1,2761.7,2471.6,1997.8,2054.4,1,3.5,35.145,0,4.5767,39687000,1,"Q68FT1","Ubiquinone biosynthesis protein COQ9, mitochondrial"
"Coro1a",-0.139669869777191,9.26899129261681,1.2172450266371,0.269901995003364,0.999672994216681,403520,112080,154460,122910,133910,424260,146170,129720,136880,7,25.4,51.065,0,40.675,2844400000,16,"Q91ZN1","Coronin-1A"
"Coro7",0.0269661065147265,7.85434920367028,0.0451754492175489,0.831681742247111,0.999672994216681,81199,64968,75388,70095,80075,76798,72970,69231,81385,4,10.2,100.78,0,32.737,1507900000,13,"O35828","Coronin-7"
"Cotl1",0.0190608777205346,9.76629315825075,0.0225886627322325,0.88053167890719,0.999672994216681,386790,233650,293750,217100,255730,385020,261780,231470,247080,11,74.6,15.932,0,46.553,1.035e+10,39,"B0BNA5","Coactosin-like protein"
"Cox4i1",0.00114957243200298,8.56260981557613,8.21795867977926e-05,0.992767039559486,0.999672994216681,121220,98750,128940,122380,133450,128770,121530,119250,125410,7,34.9,19.514,0,14.371,1.5193e+10,22,"P10888","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial"
"Cox5a",0.0853424191233012,8.5059496169295,0.451868697471411,0.50144887305463,0.999672994216681,116890,102710,124180,119170,133000,106030,111750,118220,125770,4,21.9,16.129,0,24.971,6012700000,15,"P11240","Cytochrome c oxidase subunit 5A, mitochondrial"
"Cox5b",0.0198485447880244,9.01113232158792,0.0244901813996421,0.875644128349975,0.999672994216681,163630,146820,172030,163420,182430,161880,161720,169200,178980,7,62,13.915,0,23.663,1.0339e+10,20,"P12075","Cytochrome c oxidase subunit 5B, mitochondrial"
"Cox6a1",0.0495952666300407,6.6566956444282,0.152561492548784,0.696099424679949,0.999672994216681,28269,29708,29885,37059,38890,25952,33405,34017,36871,1,26.1,12.301,0,16.081,2560200000,4,"P10818","Cytochrome c oxidase subunit 6A1, mitochondrial"
"Cox6c2;Cox6c1",0.0176770321676668,6.57549977010922,0.0193959563017359,0.889237296341718,0.999672994216681,29591,26998,31842,30970,33653,30485,30074,30326,33385,2,21.1,8.4548,0,3.2691,3181900000,6,"P11951;P11950","Cytochrome c oxidase subunit 6C-2;Cytochrome c oxidase subunit 6C-1"
"Cox7a2",0.0675377373920904,5.04712563910328,0.281745746327744,0.595559269141882,0.999672994216681,8875.9,9618.8,11062,12052,12388,8547.5,10702,11591,11493,1,15.7,9.3529,0,3.0311,914820000,3,"P35171","Cytochrome c oxidase subunit 7A2, mitochondrial"
"Cox7c",-0.205086932124609,5.76384860055211,2.6198316760412,0.105535635298566,0.999672994216681,21213,10781,20702,13131,15364,28939,17461,13277,16536,1,14.3,7.3746,0,1.9136,107690000,1,"P80432","Cytochrome c oxidase subunit 7C, mitochondrial"
"Cp",0.0728559113846429,10.6422949274184,0.329559447383872,0.565918616629094,0.999672994216681,643360,441210,510280,437510,568730,724100,392480,416320,491430,17,19.6,120.84,0,110.2,9012500000,55,"P13635","Ceruloplasmin"
"Cpd",-0.183223400933904,3.75807582756129,2.06981404817901,0.150239838528345,0.999672994216681,2535.3,4245,3868.3,4586.7,5190.3,2989.1,4782.1,5109.5,6278,1,0.9,152.61,0,4.1773,24848000,2,"Q9JHW1","Carboxypeptidase D"
"Cpne1",0.111974837894409,6.09184325697436,0.775618686272651,0.378484459624345,0.999672994216681,22247,21367,21767,21826,25151,19902,20155,23775,21759,1,3.7,58.843,0,9.9563,275410000,4,"D4A1R8","Copine-1 (Copine I)"
"Cpox",0.0404094357840095,5.22259424830437,0.10100206986418,0.750630408911887,0.999672994216681,11182,8894,13661,13042,13940,11665,11624,11550,13422,1,4.7,49.278,0,4.3783,59548000,1,"Q3B7D0","Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial"
"Cpt1a",-0.0173850223360151,9.76683876640901,0.0188088915656408,0.890915778641349,0.999672994216681,199350,273940,250750,333000,327750,201180,291420,313010,351670,12,19.5,88.124,0,45.695,4804600000,28,"P32198","Carnitine O-palmitoyltransferase 1, liver isoform"
"Cpt2",0.0195700417442461,9.53066072338966,0.0238104418185685,0.87736821071657,0.999672994216681,182340,232230,229120,256800,289700,185110,248760,255530,277270,8,18.8,74.109,0,52.067,2116800000,24,"P18886","Carnitine O-palmitoyltransferase 2, mitochondrial"
"Cr1l",0.0390050631835384,7.96399369442682,0.0944914287968004,0.758543051937334,0.999672994216681,83355,66502,84223,74769,95642,80372,75983,76454,90059,2,5.7,61.68,0,5.3377,345520000,4,"Q63135","Complement component receptor 1-like protein"
"Crat",0.0625952028572911,5.78126199509031,0.242574334382795,0.622352946343557,0.999672994216681,16426,16363,16850,18949,20950,14279,17986,17751,20655,2,7.3,70.8,0,4.5879,135120000,2,"Q704S8","Carnitine O-acetyltransferase"
"Creld2",0.0610538591304394,6.98531646193704,0.231209586412547,0.630628385289473,0.999672994216681,47296,31822,44980,39171,42712,48163,39981,37322,35944,1,3.4,38.25,0,3.6733,143580000,2,"Q4G063","Cysteine-rich with EGF-like domain protein 2"
"Crip2",-0.0455488535162724,8.48629545767265,0.129163114714629,0.719301333027576,0.999672994216681,115790,88813,131640,100730,129540,123470,122200,106400,126290,4,25.5,22.696,0,12.947,1735800000,10,"P36201","Cysteine-rich protein 2"
"Crk",0.0579163173265204,8.32653897603716,0.208254850203048,0.64813868649091,0.999672994216681,91008,101280,98611,109010,121420,83788,100990,112120,116040,4,17.8,33.844,0,15.602,1249700000,11,"Q63768","Adapter molecule crk"
"Crkl",-0.0836801090629007,6.60469714580783,0.435740659847859,0.509185454457707,0.999672994216681,27481,25841,34483,30432,33408,33219,31288,32623,34574,2,6.6,33.865,0,3.6046,810180000,6,"Q5U2U2","Crk-like protein"
"Crmp1",-0.0501046932054634,7.93704577208706,0.156274199479252,0.692610197103167,0.999672994216681,68946,64366,80768,83306,89127,72786,81516,82932,91057,6,17.3,62.195,0,34.494,185780000,4,"Q62950","Dihydropyrimidinase-related protein 1"
"Crot",-0.0546381589676398,6.21634555169758,0.18554135226907,0.666653712686501,0.999672994216681,20446,21190,23803,24217,27231,21122,24367,25625,28778,2,9.3,70.302,0,19.734,910720000,8,"P11466","Peroxisomal carnitine O-octanoyltransferase"
"Crym",0.170669745041527,10.269158282945,1.80306352578496,0.179342570357173,0.999672994216681,316620,489510,378850,408730,465900,301020,337240,400460,483320,10,39.6,33.554,0,76.302,4610100000,32,"Q9QYU4","Ketimine reductase mu-crystallin"
"Cs",0.0323409148167921,10.6922991876361,0.0650127692401838,0.798741622817624,0.999672994216681,459850,486720,549280,577890,595700,477590,535530,568620,563280,17,38,51.866,0,151.52,5.0868e+10,86,"Q8VHF5","Citrate synthase, mitochondrial"
"Csk;Matk",-0.00970777582969412,4.78076720840044,0.0058263372139038,0.939156202904237,0.999672994216681,15070,6257.9,9089.8,5947.6,6859.1,14265,7494.1,6371.6,7680.8,1,2.2,50.746,0,2.868,40420000,1,"P32577;P41243","Tyrosine-protein kinase CSK;Megakaryocyte-associated tyrosine-protein kinase"
"Csnk2a1",0.0166827747656412,6.89605407206742,0.017282412949271,0.895409377401706,0.999672994216681,33143,36224,36997,40078,44755,32897,38614,40287,43833,3,12.8,45.073,0,8.118,644320000,5,"P19139","Casein kinase II subunit alpha"
"Csnk2b",0.00545769427379951,7.90806758850053,0.00185158290190657,0.965677600909716,0.999672994216681,71963,66205,80445,78371,87826,75416,78409,79156,81332,4,27.4,24.942,0,13.726,1240900000,8,"P67874","Casein kinase II subunit beta"
"Csrp1",0.0501416590241828,9.36018508847663,0.156174091137018,0.692703647816512,0.999672994216681,207900,179110,241990,193260,245970,191040,225170,201200,229120,7,42.5,20.613,0,44.124,4108800000,16,"P47875","Cysteine and glycine-rich protein 1"
"Cst3",-0.204696937069623,9.14100095813774,2.61769255711442,0.105678012367669,0.999672994216681,147860,151170,162410,190120,193630,181330,177830,216480,225160,5,40.7,15.437,0,38.911,4083900000,24,"P14841","Cystatin-C"
"Cstb",0.0106339249505649,7.84756345772366,0.00702809049289499,0.933188647729139,0.999672994216681,94469,62106,72788,66674,70490,92557,71667,67639,67284,3,21.4,11.196,0,8.6957,1519500000,7,"P01041","Cystatin-B"
"Ctbp1",-0.0672647162135941,9.1913421533644,0.281879528532727,0.595471945196306,0.999672994216681,167460,147740,208740,181290,212930,193840,198890,187870,205910,7,23.3,46.628,0,31.833,2576100000,18,"Q9Z2F5","C-terminal-binding protein 1"
"Ctbs",-0.17705597114518,7.33804285426701,1.95593522729587,0.161948706536491,0.999672994216681,57969,34388,62598,41232,48153,76658,51122,45793,51665,2,9.3,41.531,0,22.616,464060000,4,"Q01460","Di-N-acetylchitobiase"
"Ctnnb1",-0.0843468564361521,9.15256346135142,0.443395614038565,0.505488074020591,0.999672994216681,167850,145030,202100,164410,209320,191850,203210,173770,201700,16,27.1,85.454,0,105.07,5695500000,37,"Q9WU82","Catenin beta-1"
"Ctnnbl1",0.00912950509903017,7.11272649276873,0.00517771058423477,0.94263667704899,0.999672994216681,45516,37413,46260,44190,48171,50265,43403,42032,44699,3,4.3,64.947,0,5.3334,127140000,5,"Q4V8K2","Beta-catenin-like protein 1"
"Ctnnd2",-0.027647822109237,4.83516965866054,0.0472932179891359,0.827842053462806,0.999672994216681,9899,7115.9,10558,8177,9440,12161,9137.3,7941,8347.7,2,9.1,28.928,0,3.7117,54106000,2,"O35116","Catenin delta-2"
"Ctps2",0.0701635162788995,6.00524860569584,0.304854338469283,0.580855069605911,0.999672994216681,20931,18291,22770,19864,22865,21614,18869,19372,22079,1,2.7,65.673,0,4.396,59735000,2,"Q5U2N0","CTP synthase 2"
"Ctsb",-0.126710707031101,11.3627157988776,1.00180468168401,0.316874221407449,0.999672994216681,990240,663210,843430,730280,795090,1097900,914790,770030,821620,11,47.5,37.47,0,219.01,2.5866e+10,52,"P00787","Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain"
"Ctsc",-0.175633524788623,7.28124540974176,1.92449215566103,0.165362292516303,0.999672994216681,61493,35540,54221,36037,46939,76445,50250,40496,49085,3,10.2,52.235,0,8.8659,1353700000,9,"P80067","Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain"
"Ctsh",-0.156231558412288,7.55395182737082,1.52252564058199,0.217237688285462,0.999672994216681,71367,45137,64122,48111,55770,86325,59207,52602,61734,1,3.9,37.104,0,10.366,1209100000,6,"P00786","Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain"
"Ctsl",0.0276677532374323,8.57731379008652,0.0475706618190088,0.827345746397591,0.999672994216681,102960,122580,116480,126670,146110,109520,117850,127140,142490,4,20.4,37.66,0,61.272,2984400000,11,"P07154","Cathepsin L1;Procathepsin L;Cathepsin L1 heavy chain;Cathepsin L1 light chain"
"Ctsz",-0.127370735687504,8.93763541755545,1.01197713805414,0.314429643447958,0.999672994216681,256920,99894,148280,112100,127990,290170,133060,109760,133080,6,34.6,34.194,0,42.585,4642600000,18,"Q9R1T3","Cathepsin Z"
"Cttn",0.033886547462151,8.39928903913986,0.0713422896606062,0.789392341033209,0.999672994216681,88754,101740,107760,117500,130030,86634,109280,115560,127330,5,12,56.941,0,13.674,1042100000,8,"Q66HL2","Src substrate cortactin"
"Cul5",-0.0614487839824972,4.09112622730271,0.232838087459143,0.629427368016063,0.999672994216681,4590.2,4566.5,5219.2,5319.3,7181.6,4707.3,6029.5,5996.5,6192.1,1,1.9,90.889,0,2.6337,29446000,1,"Q9JJ31","Cullin-5"
"Cul7",-0.177303867752217,5.55624695667395,1.95617415209134,0.161923077698612,0.999672994216681,11068,12717,14545,14595,18514,13610,16736,17427,18349,1,0.8,192.66,0,3.7622,131540000,3,"D3ZEF4","Cullin-7"
"Cyb5a",0.0297579912796233,6.53854290328801,0.0549464690344337,0.814669310619832,0.999672994216681,23789,28547,30120,32985,34452,25189,31347,31736,32487,3,31.3,15.355,0,9.7762,364670000,3,"P00173","Cytochrome b5"
"Cyb5b",-0.00619863226274915,5.35050932287108,0.00238046695699268,0.961086628195699,0.999672994216681,10036,12559,12846,14882,14696,11577,14611,13565,13933,2,33.6,16.265,0,7.6477,264620000,2,"P04166","Cytochrome b5 type B"
"Cyb5r1",0.0583610260379064,3.68701905723081,0.208649468465467,0.647828002202264,0.999672994216681,4931.4,3331.5,5136.8,3336,4147.2,5594.7,3849.2,3234.1,3716,1,5.9,34.222,0.0019072,1.6478,24468000,1,"Q5EB81","NADH-cytochrome b5 reductase 1"
"Cyb5r3",-0.0741733046377352,9.2947001912257,0.342816643770703,0.558207896343231,0.999672994216681,192100,164730,206240,193340,225310,213740,210240,199110,223980,6,28.2,34.174,0,61.747,1.713e+09,13,"P20070","NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form"
"Cycs",-0.0645187927844837,9.48872151898804,0.259333573184108,0.610578368960469,0.999672994216681,182890,204930,232640,231500,276500,176830,286050,255930,249180,5,37.1,11.605,0,24.425,3762100000,19,"P62898","Cytochrome c, somatic"
"Cyp1b1",0.172323193525771,5.90036905880915,1.83280940447096,0.175796072757098,0.999672994216681,17971,18526,18986,18850,26450,17323,16121,17706,22263,2,6.1,60.556,0,13.037,110870000,2,"Q64678","Cytochrome P450 1B1"
"D2hgdh",-0.0854650658229897,4.95514306526169,0.452774390800073,0.501020376536896,0.999672994216681,8615.5,7657.6,11491,9270.7,11465,9443.2,9742.5,10546,12421,1,3.7,58.804,0,17.488,335680000,3,"P84850","D-2-hydroxyglutarate dehydrogenase, mitochondrial"
"Dab2",-0.0699356260144537,7.14856565500854,0.304434155462786,0.581115864709704,0.999672994216681,58274,32058,49342,37883,43574,66596,44595,36765,41658,3,4.6,82.376,0,10.009,438380000,6,"O88797","Disabled homolog 2"
"Dak",-0.118286096933965,4.42684763458027,0.865694560063744,0.35215000053141,0.999672994216681,6108.4,6541.8,6491.6,6182.4,7698.1,6722,7178.7,7597.8,8032.5,2,5.9,59.443,0,8.8297,81816000,2,"Q4KLZ6","Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)"
"Dars",0.0313829199246387,9.30499420592457,0.061209047321654,0.804595096992338,0.999672994216681,202000,170870,227060,195880,225070,209840,205330,192870,210770,13,30.9,57.126,0,39.581,3924500000,28,"P15178","Aspartate--tRNA ligase, cytoplasmic"
"Dbi",-0.0211243379396198,10.7811270378668,0.0277756570649217,0.867637341112386,0.999672994216681,425220,577150,535420,640230,605160,401590,597460,676120,662370,6,70.1,10.027,0,79.991,8.299e+10,39,"P11030","Acyl-CoA-binding protein;Triakontatetraneuropeptide;Octadecaneuropeptide"
"Dbn1",0.0462141098843393,7.91056812714313,0.132618033930271,0.715732866852422,0.999672994216681,67330,72373,78966,74665,97465,67398,74117,79338,90084,5,12.9,77.471,0,39.953,924780000,8,"Q07266","Drebrin"
"Dclk2",-0.0809953599086169,5.58813747398284,0.407438434161804,0.523272526662551,0.999672994216681,13602,12325,16641,14933,17707,15793,18026,14847,16345,1,1.4,84.015,0.0044081,1.4177,409270000,3,"Q5MPA9","Serine/threonine-protein kinase DCLK2"
"Dctn1",-0.00409889946964824,7.85195234063108,0.00104460519287386,0.974216578646397,0.999672994216681,80305,62509,81147,65056,78964,87088,74845,65682,74954,5,6.5,141.93,0,23.348,744580000,10,"P28023","Dynactin subunit 1"
"Dctn2",0.0528320181416949,9.76675153376222,0.173381487948859,0.677123892832937,0.999672994216681,252200,261010,286770,289040,325160,253820,277510,277850,312300,12,41,44.147,0,69.541,3823100000,29,"Q6AYH5","Dynactin subunit 2"
"Ddah1",-0.0699761918672092,10.9577509778977,0.305148046767499,0.580672912816919,0.999672994216681,581080,523640,610070,675140,724820,607300,630160,699340,747200,13,56.8,31.426,0,78.754,1.0545e+10,46,"O08557","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1"
"Ddah2",-0.0781651548305115,9.8811130205611,0.380779673527286,0.537186263408063,0.999672994216681,270370,260830,318280,293030,327840,297960,333540,313590,329180,10,59.6,29.688,0,104.71,6301300000,26,"Q6MG60","N(G),N(G)-dimethylarginine dimethylaminohydrolase 2"
"Ddb1",-0.0881442805960657,8.45430863015921,0.484164799932387,0.486541865172353,0.999672994216681,102430,93386,119960,103550,126850,123570,113720,114110,123860,11,9.1,126.86,0,19.892,1681300000,17,"Q9ESW0","DNA damage-binding protein 1"
"Ddost",0.0180727840756408,8.42080576642232,0.0203014994299338,0.88669824547863,0.999672994216681,112100,94180,121360,107210,114720,126750,109080,101650,107350,7,15.4,48.895,0,15.897,4018800000,19,"Q641Y0","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit"
"Ddx1",-0.0753080078030067,8.69730712333741,0.353342922692946,0.552226855485412,0.999672994216681,124510,111450,137860,127340,147070,146880,136140,129510,147270,7,14.5,82.496,0,70.625,3683500000,18,"Q641Y8","ATP-dependent RNA helicase DDX1"
"Ddx21",-0.139153246507058,9.19746326181285,1.20823273399037,0.271682407040874,0.999672994216681,180620,128380,201560,184420,207210,220210,207100,191840,189610,5,9.7,85.965,0,53.119,2085200000,13,"Q3B8Q1","Nucleolar RNA helicase 2"
"Ddx25",0.034038952888906,7.28042446596156,0.0719402838919336,0.78853239805224,0.999672994216681,50526,45763,49402,45502,59657,43932,50829,47722,59444,1,2.1,54.79,0,3.1984,111350000,2,"Q9QY16","ATP-dependent RNA helicase DDX25"
"Ddx39b;Ddx39a",-0.00533464718502334,10.4834600306221,0.00177062575494347,0.966435877076138,0.999672994216681,439980,382970,499870,452710,510480,455730,492650,445740,487050,16,50.7,49.035,0,149.83,1.2143e+10,46,"Q63413;Q5U216","Spliceosome RNA helicase Ddx39b;ATP-dependent RNA helicase DDX39A"
"Ddx4",0.188261338221977,5.39677862089446,2.18360129995222,0.139487731071216,0.999672994216681,15035,11995,14196,14001,15894,12662,12067,12947,13601,1,1.7,77.954,0,9.1504,76302000,1,"Q64060","Probable ATP-dependent RNA helicase DDX4"
