TICI1,TICI2,TICI3,TICI4,TICI5,VEH1,VEH3,VEH4,VEH5,peptide_no,percent_sequence_coverage,mol_weight,q_value,score,intensity,msms_count,protein_ids,protein_names,gene_names
8087.8,6751.8,9094.9,8423.2,9284.7,7223.3,6822.4,7432.1,7566.5,2,2.1,223.93,0,1.8381,49605000,2,F1LP64,E3 ubiquitin-protein ligase TRIP12,Trip12
81995,74200,88519,81001,93888,82027,80135,76049,89167,9,3.4,573.79,0,61.907,936990000,15,Q2TL32,E3 ubiquitin-protein ligase UBR4,Ubr4
41545,40983,60992,50446,52320,40007,52702,43354,49254,3,11.5,54.389,0,11.44,735350000,6,O35795,Ectonucleoside triphosphate diphosphohydrolase 2,Entpd2
2581.5,5567.6,3458.6,5570.3,6081.2,2603.5,6093.1,4800.5,8343.3,1,3,47.372,0,4.581,17767000,1,Q6P6S9,Ectonucleoside triphosphate diphosphohydrolase 5,Entpd5
35967,50625,58705,53754,62609,37905,73416,63457,65564,3,11.9,54.289,0,15.783,331260000,4,P84039,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,Enpp5
104270,79656,89248,102070,93206,93188,82169,89870,88910,6,23.8,26.759,0,18.716,1760000000,11,Q4FZY0,EF-hand domain-containing protein D2,Efhd2
75151,60689,71154,61769,83904,83386,72039,67336,77878,5,17.8,60.602,0,37.814,943740000,13,Q641Z6,EH domain-containing protein 1,Ehd1
17505,21040,26508,28572,32660,20254,37737,35881,40486,2,4.4,61.237,0,7.0037,203620000,3,Q4V8H8,EH domain-containing protein 2,Ehd2
145130,133310,155880,157160,178470,152570,158180,156460,174840,7,27.3,36.169,0,30.526,2900500000,14,B5DF91,ELAV-like protein,Elavl1
162720,188940,216920,226940,247620,171040,240180,243650,263070,10,12.7,121.34,0,102.58,6763100000,35,Q9JI66,Electrogenic sodium bicarbonate cotransporter 1,Slc4a4
373460,460660,500990,541830,581890,383340,533410,567800,583850,12,46.5,34.951,0,79.593,15638000000,44,P13803,"Electron transfer flavoprotein subunit alpha, mitochondrial",Etfa
194220,218200,252500,252200,273350,206660,253330,255270,270470,10,43.5,27.687,0,52.835,6714600000,25,Q68FU3,Electron transfer flavoprotein subunit beta,Etfb
122510,110030,140710,133430,148520,131270,142750,136800,144010,6,12.2,68.197,0,39.132,776070000,8,Q6UPE1,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",Etfdh
40955,34339,45137,39925,46976,42443,42066,42459,45408,2,2.6,108.82,0,12.493,278990000,4,Q811U3;Q8K3M6,ELKS/Rab6-interacting/CAST family member 1;ERC protein 2,Erc1;Erc2
1582200,1751800,1739100,2005800,2196300,1456300,1860000,1968900,2010500,27,58.2,50.113,0,165.39,2.74E+11,188,P62630,Elongation factor 1-alpha 1,Eef1a1
267450,268620,282010,309400,331700,260720,289740,311070,334630,9,43.1,31.33,0,102.14,16035000000,34,Q68FR9,Elongation factor 1-delta,Eef1d
702090,645950,778280,745490,830530,755680,708830,742660,773510,23,57.9,50.06,0,113.56,29352000000,71,Q68FR6,Elongation factor 1-gamma,Eef1g
2113300,1945500,2046400,2175400,2435200,2098500,2041500,2157100,2230600,43,64.5,95.283,0,323.31,93148000000,195,P05197,Elongation factor 2,Eef2
338060,376360,382420,445350,463530,325410,397440,425310,441750,18,47.8,49.522,0,118.01,11520000000,47,P85834,"Elongation factor Tu, mitochondrial",Tufm
7368.9,4955.5,7436.1,5926.6,7571.3,8623.2,6715.2,6711.8,7775.3,1,4.8,39.899,0,3.3,50832000,1,O35179,Endophilin-A1,Sh3gl2
26703,23452,27469,23495,29487,29300,23924,25205,27739,2,7.9,41.492,0,6.0511,62053000,2,O35964,Endophilin-A2,Sh3gl1
113580,102020,136160,116990,136860,126700,135740,125580,139460,5,17.3,40.787,0,24.53,2001100000,16,Q6AYE2,Endophilin-B1,Sh3glb1
105880,74454,108210,83131,93363,99748,77313,70645,74757,5,7.2,106.42,0,23.607,712650000,10,Q9JJ22,Endoplasmic reticulum aminopeptidase 1,Erap1
25354,19566,28284,23994,25010,25954,27613,23109,24550,2,5,99.896,0,19.054,350300000,3,Q6UPR8,Endoplasmic reticulum metallopeptidase 1,Ermp1
184710,114250,149760,133970,143500,181270,137060,124190,132750,6,28.1,28.574,0,33.05,4439200000,22,P52555,Endoplasmic reticulum resident protein 29,Erp29
1737100,1516600,1586600,1730700,1855500,1545900,1533500,1508500,1629200,37,46.4,92.77,0,271.71,46250000000,119,Q66HD0,Endoplasmin,Hsp90b1
76520,60546,81732,68385,78924,67621,62725,55864,60594,2,12.8,16.369,0,8.0534,602090000,4,P69736,Endothelial differentiation-related factor 1,Edf1
44451,34421,48729,38173,47407,53892,41846,38473,44816,5,7.4,152.59,0,51.324,433850000,6,Q3ZAV8,Enhancer of mRNA-decapping protein 4,Edc4
33470,27790,34397,33453,33813,36577,33448,34486,34194,2,11.5,28.874,0,4.6291,958100000,6,Q5PPH0,Enolase-phosphatase E1,Enoph1
100190,93690,127910,120510,123730,116970,119980,118830,121960,6,24.9,32.254,0,29.123,3808400000,22,P23965,"Enoyl-CoA delta isomerase 1, mitochondrial",Eci1
111570,128670,161000,152650,167740,112310,148590,152670,155000,6,18.2,43.021,0,31.594,2733700000,19,Q5XIC0,"Enoyl-CoA delta isomerase 2, mitochondrial",Eci2
235690,234950,276920,291380,326420,254740,271630,285670,307730,5,22.8,31.516,0,42.784,5089300000,20,P14604,"Enoyl-CoA hydratase, mitochondrial",Echs1
77052,91344,101340,106430,118860,87197,109710,105040,119800,8,19.3,52.581,0,21.306,2487000000,16,P07687,Epoxide hydrolase 1,Ephx1
10198,8424.2,11752,10499,13915,10269,13022,12121,13093,1,1.7,60.157,0,4.7829,47018000,1,O88339,Epsin-1,Epn1
11215,12236,12614,15151,16750,10292,12747,15286,15709,1,1.7,62.348,0,2.4703,53442000,1,Q9Z1Z3,Epsin-2,Epn2
22315,22221,25947,25726,31181,24125,30320,31810,29003,1,1.6,65.047,0,7.1185,288450000,5,Q4V882,Epsin-3,Epn3
17551,16981,17523,19590,21531,17346,17917,17403,21924,2,11.6,23.405,0,6.3407,209950000,3,Q5FVL2,ER membrane protein complex subunit 8,Emc8
341240,301350,318300,273540,316720,355810,317030,264030,301490,7,29.8,37.71,0,80.847,3977300000,26,B5DEH2,Erlin-2,Erlin2
0,0,0,0,0,0,0,0,0,1,2.4,54.018,0,3.7285,0,2,Q8R4A1,ERO1-like protein alpha,Ero1l
77623,77674,88408,97703,103250,77258,94087,103840,100070,6,35.3,28.172,0,39.965,3712900000,15,P56571,"ES1 protein homolog, mitochondrial",na
24466,16936,25142,21779,24065,27985,24089,21433,24177,2,10.5,34.993,0,3.5075,353590000,4,Q5U2Q3,Ester hydrolase C11orf54 homolog,na
16783,15167,18481,16399,19561,17712,14827,15955,18142,2,10.4,32.937,0,11.438,179730000,5,Q6AYS8,Estradiol 17-beta-dehydrogenase 11,Hsd17b11
17172,14003,14929,14576,16615,18829,14659,15372,15940,1,2.2,45.219,0.00064309,1.799,147580000,3,O88637,Ethanolamine-phosphate cytidylyltransferase,Pcyt2
20094,17559,22014,20101,22988,21087,18550,19332,21079,2,7.7,32.63,0,4.7784,234170000,4,Q6AYG5,Ethylmalonyl-CoA decarboxylase,Echdc1
515280,382090,533180,455190,495970,585350,455860,448740,469630,18,51.6,46.402,0,103.7,31716000000,63,Q5RKI1,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",Eif4a2
190590,140300,215420,172700,202090,245060,187180,176380,187420,11,32.6,46.84,0,65.963,1918900000,20,Q3B8Q2,"Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed",Eif4a3
47455,39659,46846,47321,55965,45771,50395,48708,49514,3,11.4,49.03,0,8.5851,541510000,5,Q5U2Q7,Eukaryotic peptide chain release factor subunit 1,Etf1
18231,17784,19310,21847,23156,16065,21239,20689,23199,3,18.8,16.502,0,3.2926,737250000,3,Q6VV72,Eukaryotic translation initiation factor 1A,Eif1a
138170,107630,136350,127480,148640,139980,132220,127720,134250,8,36.2,36.108,0,34.904,3068100000,17,P68101,Eukaryotic translation initiation factor 2 subunit 1,Eif2s1
126300,107790,124020,128510,145160,132170,128600,123870,136470,7,17.6,51.079,0,32.187,2038500000,12,P81795;C9WPN6,Eukaryotic translation initiation factor 2 subunit 3,Eif2s3;Eif2s3y
345980,348020,367540,410640,447840,327240,400360,395380,426050,16,14.5,163.19,0,72.09,4918100000,50,Q1JU68,Eukaryotic translation initiation factor 3 subunit A,Eif3a
232790,214840,248660,249490,276970,245020,243520,241910,263810,10,15.9,90.91,0,69.033,3743600000,23,Q4G061,Eukaryotic translation initiation factor 3 subunit B,Eif3b
78215,58753,81681,66370,77620,90298,72351,69000,74162,7,8.8,105.43,0,25.746,2975500000,14,B5DFC8,Eukaryotic translation initiation factor 3 subunit C,Eif3c
25752,26784,22412,30112,33897,21149,22469,28732,30712,2,5.7,63.988,0,19.918,228190000,2,Q6AYK8,Eukaryotic translation initiation factor 3 subunit D,Eif3d
188800,172790,205540,198280,224380,198170,188880,192970,210370,8,24.3,52.22,0,55.184,2055900000,16,Q641X8,Eukaryotic translation initiation factor 3 subunit E,Eif3e
75149,66131,81898,80906,91247,78743,77841,77782,87974,4,17.2,35.651,0,15.885,1838600000,10,Q5RK09,Eukaryotic translation initiation factor 3 subunit G,Eif3g
24815,20083,26631,24388,29038,27809,25472,25618,42261,3,11.1,39.905,0,8.8464,396620000,4,Q6P9U8,Eukaryotic translation initiation factor 3 subunit H,Eif3h
65346,62411,74613,71747,82978,69707,71959,76917,78876,4,25.3,25.053,0,8.0174,913270000,8,P63074,Eukaryotic translation initiation factor 4E,Eif4e
207590,193690,218130,226750,263170,194830,220720,231210,261790,5,35.9,27.324,0,54.904,7234800000,21,Q5XI72,Eukaryotic translation initiation factor 4H,Eif4h
128170,138690,161160,153400,178020,134800,152430,154040,162670,7,14.7,48.954,0,27.292,2859200000,19,Q07205,Eukaryotic translation initiation factor 5,Eif5
142010,126040,136720,149870,170080,126520,138540,146320,157200,5,48.1,16.832,0,38.241,19322000000,25,Q3T1J1,Eukaryotic translation initiation factor 5A-1,Eif5a
52768,48703,60460,57299,67449,49448,46823,46935,51823,3,27.3,26.571,0,14.933,542860000,6,Q3KRD8,Eukaryotic translation initiation factor 6,Eif6
9726.1,10211,11268,13703,15070,7919.9,12905,14004,14611,1,3.2,49.619,0,3.5491,120890000,3,Q5XIC2,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",Ecsit
340330,430880,427890,477250,494590,370470,495890,515650,566870,7,15.3,59.697,0,99.636,27849000000,57,P24942,Excitatory amino acid transporter 1,Slc1a3
185130,225170,185600,268260,250860,183400,201280,272480,280640,5,8.4,62.106,0,64.681,5457500000,21,P31596,Excitatory amino acid transporter 2,Slc1a2
4498.7,4802.1,5484.1,4684.3,5558.5,5232.2,4715.8,4737.5,6660.8,1,2.7,81.736,0,5.9943,33645000,1,P97878,Exocyst complex component 5,Exoc5
351730,367250,399150,417250,484740,341880,407780,418060,455120,14,18.5,123.04,0,103.42,4300900000,41,Q80U96,Exportin-1,Xpo1
32939,25450,33347,27429,35557,37691,30664,30008,31888,3,6,121.16,0,26.66,359320000,6,Q9Z1X1,Extended synaptotagmin-1,Esyt1
910300,885870,1239500,1253000,1198000,828260,1137100,1093900,1065100,33,54.1,69.39,0,123.35,20155000000,75,P31977,Ezrin,Ezr
42455,32998,43610,37576,44319,54245,44709,39763,45546,1,2.1,80.914,0,3.636,349820000,4,Q04931,FACT complex subunit SSRP1,Ssrp1
138300,124410,128300,138030,156510,126630,137070,136130,151560,4,25.2,32.967,0,33.526,6086400000,13,Q3T1K5,F-actin-capping protein subunit alpha-2,Capza2
317700,279320,288630,284350,336960,297890,286920,285370,315460,11,50,30.628,0,50,8504600000,29,Q5XI32,F-actin-capping protein subunit beta,Capzb
124760,116580,131680,135020,149550,130070,129300,129560,140710,10,19.2,67.196,0,33.957,1883100000,16,Q32PX7,Far upstream element-binding protein 1,Fubp1
158050,141830,170510,165000,188740,164590,167660,165470,176200,10,15.5,74.226,0,37.848,6677700000,24,Q99PF5,Far upstream element-binding protein 2,Khsrp
189040,194890,159890,217720,210650,196790,169900,222410,219470,6,21.8,40.829,0,39.506,6440500000,23,P05369,Farnesyl pyrophosphate synthase,Fdps
16921,16852,18714,20775,22431,16312,16900,19363,20012,2,9,41.079,0,6.3278,284120000,3,Q5BK32,FAS-associated factor 2,Faf2
895010,857460,975700,934660,1118800,893330,977560,1043300,1082200,25,64.1,54.49,0,177.71,23980000000,79,P85845,Fascin,Fscn1
944630,909840,943180,1050800,1151400,1011200,960820,1104900,1117600,46,30.3,272.65,0,323.31,24799000000,138,P12785,Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase,Fasn
688190,710370,924390,830100,943970,747290,928430,842370,948240,7,53.8,14.864,0,47.544,83902000000,182,P55051,"Fatty acid-binding protein, brain",Fabp7
509790,378610,426660,419760,505370,488290,449070,421070,501270,12,75.6,15.059,0,98.48,49673000000,56,P55053,"Fatty acid-binding protein, epidermal",Fabp5
58918,64547,67787,74645,82119,68692,69555,77406,78692,3,7.2,54.081,0,7.8622,362570000,7,P30839,Fatty aldehyde dehydrogenase,Aldh3a2
61354,56759,69408,64342,73714,64845,68058,63160,69119,2,7,32.786,0,4.6022,177250000,4,Q923V4,F-box only protein 6,Fbxo6
12416,12257,24252,13872,14078,13010,12169,16377,14770,1,6.7,51.781,0,11.564,698700000,6,Q5U2R3,FERM domain-containing protein 8,Frmd8
35579,33867,39349,43270,48408,31833,42848,41809,48971,3,6.4,118.84,0,29.07,966390000,7,F1LYQ8,"FERM, RhoGEF and pleckstrin domain-containing protein 1",Farp1
25180,34350,34469,31249,34024,29050,44760,39837,35291,3,18.1,21.126,0,6.5316,373750000,5,P19132,"Ferritin heavy chain;Ferritin heavy chain, N-terminally processed",Fth1
48830,39743,51818,48798,59309,61114,56440,57642,60143,1,6.5,17.138,0,3.5431,808800000,6,P13109,Fibroblast growth factor 2,Fgf2
1285100,1159200,1646600,1559500,1867000,1364900,1856100,1844900,1856700,54,26.2,290.98,0,323.31,40154000000,166,D3ZHA0,Filamin-C,Flnc
5244.6,3728.9,4942,4760.1,4973.2,6160.2,4499.1,4662.2,4950.9,1,2.9,42.608,0,2.6738,36805000,1,Q5XIP6,Flap endonuclease 1,Fen1
162710,142290,198440,178750,217300,176240,226470,197300,233060,8,24.8,47.499,0,47.024,1183000000,15,Q9Z1E1,Flotillin-1,Flot1
122550,123900,134300,141790,162760,125450,158860,152580,174420,4,13.1,47.037,0,9.9535,256190000,7,Q9Z2S9,Flotillin-2,Flot2
70069,77476,89202,83458,101020,69729,90733,95689,101620,2,4,119.72,0,18.783,337710000,7,O35346,Focal adhesion kinase 1,Ptk2
128640,132340,193090,159920,192830,142090,208460,177850,197730,5,25.4,31.904,0,48.445,1505900000,12,Q9WUH4,Four and a half LIM domains protein 1,Fhl1
22636,20523,30077,23778,27472,25323,24628,21697,25458,3,7,63.947,0,19.944,612050000,8,Q5XI81,Fragile X mental retardation syndrome-related protein 1,Fxr1
1463300,1017900,1287000,1143200,1295900,1557800,1112400,1158200,1227000,30,74.7,39.351,0,316.42,1.11E+11,121,P05065,Fructose-bisphosphate aldolase A,Aldoa
403910,455570,541570,522930,546790,470390,487720,546340,557640,18,53.7,39.283,0,171.38,34020000000,57,P09117,Fructose-bisphosphate aldolase C,Aldoc
93090,94248,93670,106930,105910,99798,96025,100700,114280,8,24.3,54.464,0,44.364,2458100000,14,P14408,"Fumarate hydratase, mitochondrial",Fh
65226,67198,77031,86221,90955,62042,80360,85373,98721,1,11,17.158,0,9.6471,345140000,6,Q5BJS4,FUN14 domain-containing protein 1,Fundc1
0,0,0,0,0,0,0,0,0,1,3.3,41.931,0,2.4316,0,1,Q5XIG5,G kinase-anchoring protein 1,Gkap1
470560,669320,552600,654080,825170,455970,564730,704090,773140,9,80.7,14.857,0,79.876,17243000000,43,P11762,Galectin-1,Lgals1
344100,262110,403760,315730,369610,406120,502190,408820,433170,9,32.4,27.201,0,40.024,22567000000,55,P08699,Galectin-3,Lgals3
31141,27050,34446,28112,31849,26371,24828,24732,28032,2,6.4,63.742,0,13.011,594450000,4,O70513,Galectin-3-binding protein,Lgals3bp
43540,44741,52591,52511,58704,46076,50295,51423,58646,4,11.3,78.803,0,20.851,1269900000,8,Q62847,Gamma-adducin,Add3
40927,36382,47431,36008,39739,42896,34602,35447,34775,2,21.4,13.667,0,3.2464,244050000,4,P60522,Gamma-aminobutyric acid receptor-associated protein-like 2,Gabarapl2
9432.4,8661.4,10974,9590.3,11746,9948.8,8425.5,8348.2,10076,4,16.6,47.14,0,4.9659,266850000,3,P07323,Gamma-enolase,Eno2
86744,57987,84009,73313,82691,105940,103920,81469,92919,2,14.5,27.644,0,9.5246,920300000,6,Q499T2,Gamma-interferon-inducible lysosomal thiol reductase,Ifi30
21387,21979,27128,22371,30274,30781,46894,37421,48747,2,7.9,43.031,0,19.96,805090000,4,P08050,Gap junction alpha-1 protein,Gja1
7732.1,7074.1,8679,10244,9915.6,7863.8,9766.9,9770.9,9473.8,1,2.5,44.982,0,1.8947,42772000,1,Q6EV70,GDP-fucose protein O-fucosyltransferase 1,Pofut1
102210,85617,95657,89129,112990,117450,93331,93371,116720,9,15.1,86.067,0,34.879,1650600000,13,Q68FP1,Gelsolin,Gsn
1688.8,683.15,1361.1,956.02,1710.9,1927,1471.8,1481.2,1762.7,1,2.6,110.21,0,2.9213,95434000,1,Q5U2Y1,General transcription factor II-I,Gtf2i
67984,74648,75133,80478,92572,68731,69586,76379,82766,6,8.2,107.16,0,40.387,777760000,10,P41542,General vesicular transport factor p115,Uso1
83461,77075,99519,75419,90670,104580,75956,70619,74598,3,10,83.265,0,81.348,1018700000,10,Q03555,Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase,Gphn
2324,2504.4,2876.7,2118.1,3217.5,2056.4,2403.7,2536.5,2982.3,1,5.5,64.904,0,2.9788,40575000,1,Q08602,Geranylgeranyl transferase type-2 subunit alpha,Rabggta
276820,293620,298490,337380,347400,210500,302290,343180,323670,3,32.4,16.736,0,23.753,2917800000,11,Q63228,Glia maturation factor beta,Gmfb
20517,23480,42807,25438,30380,26382,52264,30352,35003,1,4.5,44.063,0,9.4792,102430000,2,P07092,Glia-derived nexin,Serpine2
2661500,2851900,2830200,3092800,2978100,2585800,3219700,3189700,3271800,50,78.4,49.957,0,323.31,6.13E+11,315,P47819,Glial fibrillary acidic protein,Gfap
343800,274960,255860,294810,316830,377160,264930,317600,327990,17,44.9,59.375,0,99.484,13474000000,45,P05370,Glucose-6-phosphate 1-dehydrogenase,G6pdx
612510,594050,566730,665920,704040,590140,650520,715440,738380,20,34.1,62.826,0,101.88,23393000000,63,Q6P6V0,Glucose-6-phosphate isomerase,Gpi
49460,52411,81720,63789,69523,50751,83698,63487,67958,4,9.7,84.539,0,14.137,334470000,5,P70627,Glutamate carboxypeptidase 2,Folh1
1003800,1404500,1342200,1754700,1638900,955290,1453200,1701400,1655800,28,60,61.415,0,270.77,88168000000,122,P10860,"Glutamate dehydrogenase 1, mitochondrial",Glud1
59274,54921,58595,62040,65472,58812,59083,62305,64580,1,0.7,143.1,0,2.4495,869590000,4,Q62645,"Glutamate receptor ionotropic, NMDA 2D",Grin2d
174850,194900,200050,202110,233740,200880,221120,226430,249940,8,18.8,72.618,0,62.667,2606000000,19,P19468,Glutamate--cysteine ligase catalytic subunit,Gclc
95080,102760,108740,111580,120970,97568,110380,115660,124830,4,18.6,30.548,0,23.15,2041600000,11,P48508,Glutamate--cysteine ligase regulatory subunit,Gclm
1115400,1261800,817510,1189800,1165400,1146400,891850,1270200,1291400,25,73.5,42.267,0,174.41,56261000000,106,P09606,Glutamine synthetase,Glul
73592,54144,63133,57692,68018,65253,58136,56039,62496,3,4.7,76.826,0,11.334,324590000,7,P82808,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,Gfpt1
52946,36345,37867,40370,43879,45104,33096,34940,40567,2,39.3,11.879,0,44.389,1384100000,5,Q9ESH6,Glutaredoxin-1,Glrx
10001,7560,10315,9567.3,10210,11208,10195,10393,11622,1,7.6,17.275,0,2.437,320070000,2,Q6AXW1,"Glutaredoxin-2, mitochondrial",Glrx2
119740,113800,118660,120100,138970,129820,123240,121240,133150,7,29.4,37.849,0,42.348,1682900000,14,Q9JLZ1,Glutaredoxin-3,Glrx3
46213,29886,38776,32216,38512,55884,39023,35829,37129,3,17.4,22.305,0,5.6378,1281900000,7,P04041,Glutathione peroxidase 1,Gpx1
86392,51596,68862,55551,75814,101840,64820,64164,71194,2,5.4,46.301,0,7.5987,325020000,3,P70619,Glutathione reductase,Gsr
12213,13572,15852,15201,18549,12359,15571,16566,17324,5,20.7,25.808,0,8.325,192640000,2,Q6AXY0,Glutathione S-transferase A6,Gsta6
214980,198670,184270,219330,212090,260880,188560,250210,237410,11,48.4,25.319,0,33.228,7996600000,25,P04904;P46418,Glutathione S-transferase alpha-3;Glutathione S-transferase alpha-5,Gsta3;Gsta5
182810,141970,188110,171430,196610,207240,191690,186020,209940,8,35.1,25.51,0,31.298,5607300000,24,P14942,Glutathione S-transferase alpha-4,Gsta4
47584,62280,65068,71659,80885,47285,71413,76340,78409,6,38.5,25.493,0,31.386,2037600000,12,P24473,Glutathione S-transferase kappa 1,Gstk1
619820,569380,700670,747090,775490,750410,781760,826270,836410,21,84.4,25.914,0,107.67,38417000000,86,P04905,Glutathione S-transferase Mu 1,Gstm1
7533.9,5718.9,7389.6,5916.3,6688.7,11508,7172.6,5798.8,7416.9,5,26.1,25.702,0,13.128,487930000,3,P08010,Glutathione S-transferase Mu 2,Gstm2
126330,180520,165020,198370,200660,121510,187150,207500,210390,7,38.2,26.629,0,31.187,3495000000,20,Q9Z1B2,Glutathione S-transferase Mu 5,Gstm5
32125,18910,31680,22865,27221,34930,22132,20483,22568,2,10,27.669,0,9.4232,400810000,3,Q9Z339,Glutathione S-transferase omega-1,Gsto1
342940,477680,361020,509170,570390,396290,412710,553210,613640,10,49.5,23.439,0,66.724,59152000000,47,P04906,Glutathione S-transferase P,Gstp1
92435,87255,126360,107590,119780,124010,124180,118730,123290,5,30.3,27.439,0,31.632,2933300000,13,P30713,Glutathione S-transferase theta-2,Gstt2
71507,72960,94966,89693,91403,74309,86169,91551,87144,10,42.7,25.68,0,13.892,3072200000,17,P08009,Glutathione S-transferase Yb-3,Gstm3
124360,108950,127580,115790,134570,140080,114740,119230,126160,5,16.9,52.344,0,38.904,1670800000,16,P46413,Glutathione synthetase,Gss
